# index, name, _pos
1128,F56H6.5,"array([36.46269848, 18.62208999])"
1129,T23F11.4,"array([19.87142144, -2.45157342])"
1130,F57B10.11,"array([  6.60905738, -16.65882336])"
1131,Y43F8B.2,"array([  5.94124793, -16.89019298])"
1132,F57C2.6,"array([  6.86537632, -20.37949345])"
1133,F57F5.4,"array([24.65975494,  7.05227682])"
1134,F58B4.5,"array([  6.70101705, -12.37738076])"
1135,T05D4.1,"array([  7.33781679, -12.60486548])"
1136,K08B5.2,"array([16.35996935, -4.11911674])"
1137,T21H8.5,"array([16.7148303 , -4.73061483])"
1138,T27A8.2,"array([17.61707705, -4.97363794])"
1139,F58G1.1,"array([-3.79608678, 10.83414315])"
1140,T03F6.1,"array([-4.44118675, 11.07019425])"
1141,F58G11.3,"array([35.62283412,  2.95654437])"
1142,F58H1.7,"array([31.74640403,  6.74102709])"
1143,K01G5.4,"array([ 31.46498992, -17.14145318])"
1144,Y53C10A.2,"array([ 30.70644504, -17.5411454 ])"
1145,F59A2.4,"array([25.85372497, 10.16971496])"
1146,F59A6.2,"array([33.96400464, -0.74648166])"
1147,W01G7.3,"array([35.27479876, -1.10776379])"
1148,F59B2.9,"array([19.90614093, 16.35434932])"
1149,F59C12.2,"array([27.87303892, -0.09542848])"
1150,Y54E10BR.2,"array([20.41304032,  6.53111039])"
1151,ZK669.5,"array([20.10961886,  6.12498761])"
1152,F59D12.2,"array([ 8.00034837, 25.5994112 ])"
1153,Y48E1B.1,"array([29.95691474,  1.74585627])"
1154,H02I12.5,"array([14.53652061,  1.54304097])"
1155,K11D2.3,"array([20.48726749,  1.12078657])"
1156,Y45F10D.9,"array([21.55427503,  0.34970764])"
1157,H08M01.1,"array([26.88338601,  2.16153577])"
1158,H10D18.4,"array([31.02268441,  7.29954338])"
1159,H12D21.3,"array([28.19099985,  7.63979567])"
1160,H26D21.1,"array([25.92767472, 29.19032373])"
1161,Y41C4A.14,"array([25.5308275 , 29.79055703])"
1162,H34I24.2,"array([30.54197592,  7.87320075])"
1163,K01A2.10,"array([28.20118548, -4.26988034])"
1164,Y62F5A.1,"array([27.19859084, -3.4136542 ])"
1165,R144.9,"array([29.18778447,  3.21096582])"
1166,K01C8.1,"array([12.91830505, 31.40910469])"
1167,K01C8.10,"array([ 8.86799828, -2.29815967])"
1168,K01G5.5,"array([17.73718839,  2.4267952 ])"
1169,K02B12.4,"array([19.0399985 , -2.76208659])"
1170,K12B6.4,"array([43.24942116, 14.07416503])"
1171,R01H2.1,"array([42.16650515, 14.22252967])"
1172,K03A11.2,"array([19.99165689,  7.0924868 ])"
1173,K03B4.7,"array([30.75039623,  6.54531718])"
1174,K03D10.3,"array([15.26459978, 14.35179877])"
1175,ZK899.6,"array([15.87855813, 13.34287145])"
1176,K03E6.4,"array([12.82177336, 21.45340292])"
1177,Y38F2AL.2,"array([12.2736705, 21.0382769])"
1178,K04H4.5,"array([22.3199602 , 13.09315825])"
1179,K04D7.5,"array([28.17191055,  4.25323248])"
1180,Y51H4A.3,"array([ 20.38699045, -22.33859309])"
1181,K04G7.1,"array([ 0.10737443, 23.25524532])"
1182,T24C4.7,"array([ 0.70893615, 22.91839347])"
1183,K04H4.2,"array([29.65634617,  3.9158128 ])"
1184,K06A5.2,"array([-3.9985522 , 13.03115223])"
1185,T09B4.2,"array([-3.48607043, 13.49248745])"
1186,K07A3.1,"array([ 22.26392919, -25.25002468])"
1187,K07C11.9,"array([33.72207852, -1.29257022])"
1188,R02D3.2,"array([34.92662513, -1.90895223])"
1189,K07D4.7,"array([19.0028381 ,  4.15826974])"
1190,K07E3.3,"array([25.12893637, 30.39682755])"
1191,K08B4.6,"array([29.65764938,  8.04521096])"
1192,K08D10.7,"array([27.18946961,  1.81362485])"
1193,K08D10.8,"array([26.90441138,  3.04429756])"
1194,K08E3.8,"array([42.88285915, -7.77411122])"
1195,T18H9.6,"array([43.49364482, -7.44772111])"
1196,K08F11.3,"array([9.11946825, 7.64607971])"
1197,K08F8.2,"array([19.0743485 ,  4.57122119])"
1198,T11B7.2,"array([19.65541954, -0.73357451])"
1199,T26C11.5,"array([21.36758147, -3.77875063])"
1200,ZC196.6,"array([21.77013398, -3.5697588 ])"
1201,K08H10.9,"array([47.39089486,  2.52692693])"
1202,Y41C4A.12,"array([12.45960529,  2.89630348])"
1203,K08H2.8,"array([12.11561447,  8.08386983])"
1204,Y38H6C.14,"array([24.58736315,  2.55103441])"
1205,Y39A1A.15,"array([21.0884407 ,  3.29611007])"
1206,Y56A3A.4,"array([24.92629424,  4.10023209])"
1207,K09E4.1,"array([12.64500566, 25.30390873])"
1208,Y75B12B.5,"array([12.64472006, 24.59603381])"
1209,ZK520.5,"array([12.6338493 , 26.00623648])"
1210,K10B3.8,"array([15.11161051,  9.56711491])"
1211,K10C3.5,"array([20.33650946,  8.58194953])"
1212,Y38E10A.18,"array([13.48561361, -3.88711174])"
1213,Y5H2B.2,"array([13.41727509, -3.16504319])"
1214,K10D3.2,"array([16.69612488,  4.73074145])"
1215,Y60A3A.1,"array([15.01097806,  5.62507766])"
1216,K11D9.2,"array([46.80552086, -1.45441641])"
1217,R03A10.1,"array([46.89220053, -0.76844017])"
1218,T01B11.3,"array([25.98303078, -8.56405632])"
1219,T15B12.1,"array([26.54299406, -8.28633299])"
1220,Y105C5A.1,"array([25.6353218 ,  5.41434992])"
1221,K12G11.3,"array([ 13.90269806, -18.89933868])"
1222,K12H4.4,"array([10.4418272 ,  7.13967524])"
1223,M01B2.2,"array([20.99796987,  8.58560438])"
1224,M01E5.4,"array([ -3.51935442, -12.04564676])"
1225,R07H5.1,"array([ -2.98295591, -11.51786933])"
1226,M01H9.2,"array([31.20826587,  6.89704598])"
1227,M02A10.3,"array([25.28904657,  3.44241218])"
1228,M02F4.3,"array([23.94945371, 13.04303286])"
1229,W08G11.3,"array([24.08821032, 11.5163744 ])"
1230,M03E7.1,"array([10.71168798,  1.2569658 ])"
1231,M04B2.3,"array([24.73315973,  1.13908372])"
1232,Y105E8A.17,"array([26.37896373, -0.06973648])"
1233,M04D8.7,"array([11.22735228,  7.96126217])"
1234,Y62E10A.8,"array([16.74013547,  7.80216612])"
1235,T01G6.10,"array([15.61824946,  2.53530153])"
1236,T23H4.2,"array([16.03381813,  2.16819986])"
1237,W08E3.2,"array([15.26532732,  1.63402321])"
1238,Y13C8A.1,"array([37.97096128, 20.07389138])"
1239,M110.5,"array([14.80790971,  2.99316481])"
1240,M142.6,"array([22.40948937, -1.72553746])"
1241,ZK678.5,"array([21.94830888, 24.78665586])"
1242,M176.2,"array([28.26655683, -0.47775968])"
1243,Y55F3AM.4,"array([-3.68668239,  5.63243074])"
1244,Y61A9LA.3,"array([18.47465508,  4.28935504])"
1245,Y39B6A.40,"array([ 20.04582339, -13.26909544])"
1246,R01H2.4,"array([9.43721988, 6.15446435])"
1247,Y73F8A.34,"array([19.3547002 , -1.14563452])"
1248,Y48E1B.3,"array([-5.60774304,  1.20368461])"
1249,R02D5.1,"array([22.67167784,  1.03584701])"
1250,R10E12.1,"array([27.13505589,  3.4192999 ])"
1251,R74.5,"array([24.33996589,  0.93320711])"
1252,T05G5.2,"array([26.01150579,  2.91251601])"
1253,T11A5.6,"array([27.37292345,  2.20429388])"
1254,T23G4.1,"array([26.21205826,  3.30721338])"
1255,Y24D9B.1,"array([26.63892328,  3.46889218])"
1256,ZC317.7,"array([26.81282981,  1.62295398])"
1257,ZK666.2,"array([24.26518234,  1.60150281])"
1258,ZK863.7,"array([24.00306607,  4.35170726])"
1259,R02F2.6,"array([20.85287953,  7.60719001])"
1260,R03C1.3,"array([10.13041858,  5.43086551])"
1261,R04A9.2,"array([21.54559778, -0.0731614 ])"
1262,R04A9.4,"array([19.79360159, -5.44691398])"
1263,R04B3.2,"array([22.29881701,  8.57334302])"
1264,R04B5.5,"array([48.98238929,  9.96913868])"
1265,R04B5.6,"array([48.75572291,  9.32337236])"
1266,R05A10.2,"array([31.37285546,  7.52448659])"
1267,R05D3.8,"array([12.36158769,  7.56487608])"
1268,R05D8.7,"array([33.37954159, 20.96438546])"
1269,R06C7.4,"array([28.7432966,  6.6761526])"
1270,R06F6.11,"array([30.94951715,  7.74564791])"
1271,R09B5.5,"array([28.85977924,  7.99743447])"
1272,R11G11.6,"array([28.42055804,  8.04884855])"
1273,R11G11.7,"array([28.76820064,  5.36456823])"
1274,R13A1.5,"array([28.71763255,  7.58491998])"
1275,T01D1.6,"array([25.59726531,  4.86776804])"
1276,T03D8.3,"array([30.81897917,  6.93484262])"
1277,T03F7.5,"array([31.18025741,  5.74336066])"
1278,T05E11.8,"array([31.32219661,  7.98348742])"
1279,T20D4.5,"array([30.2119254 ,  7.52787458])"
1280,T23F1.6,"array([25.46313115,  6.80743961])"
1281,T23G4.5,"array([31.03593372,  6.25531633])"
1282,T26E3.1,"array([30.33481018,  8.18589141])"
1283,W03C9.1,"array([29.55609758,  8.46232412])"
1284,W08E12.4,"array([30.61628167,  7.46100737])"
1285,W09G12.6,"array([30.62991634,  8.46482144])"
1286,Y113G7A.14,"array([30.93471646,  8.20072125])"
1287,Y22F5A.5,"array([29.91083128,  6.29194123])"
1288,Y37D8A.19,"array([29.41166067,  6.66259069])"
1289,Y38F1A.2,"array([30.77674948,  5.67114567])"
1290,Y38H6C.8,"array([29.99292238,  7.17382755])"
1291,Y39B6A.20,"array([30.12970717,  5.0562823 ])"
1292,Y43F8A.2,"array([29.81114848,  5.76950237])"
1293,Y47D3B.2,"array([29.11799228,  4.97743635])"
1294,Y47D7A.12,"array([31.55319268,  7.1281446 ])"
1295,Y52B11A.8,"array([30.28945784,  6.768149  ])"
1296,Y56A3A.21,"array([29.18004609,  7.4851209 ])"
1297,Y62E10A.13,"array([30.97970434,  4.6786147 ])"
1298,Y62H9A.6,"array([29.70429795,  8.86760252])"
1299,Y68A4A.10,"array([29.95542323,  8.36046506])"
1300,Y80D3A.10,"array([30.1576862 ,  5.50489613])"
1301,ZK1058.4,"array([31.80638079,  6.27538074])"
1302,ZK1320.10,"array([29.50666889,  6.0911008 ])"
1303,ZK488.10,"array([28.47240109,  6.10362084])"
1304,ZK970.7,"array([28.58923269,  7.15028034])"
1305,R06A4.4,"array([ 27.75522155, -23.5928896 ])"
1306,W02D3.11,"array([ 27.55415814, -22.92658145])"
1307,VF39H2L.1,"array([31.47729858, -1.15271291])"
1308,Y37D8A.1,"array([31.93590507, -0.80027095])"
1309,R06C7.5,"array([-3.51525407,  3.42468562])"
1310,R06F6.4,"array([23.94318259,  7.87664111])"
1311,R07B7.15,"array([16.88329032, -1.24178888])"
1312,R07E5.7,"array([-1.54027634, 13.32163653])"
1313,T01H3.1,"array([-1.2398679 , 13.91634582])"
1314,W04E12.2,"array([ -3.22309604, -10.7862552 ])"
1315,Y62H9A.5,"array([ -2.26944279, -11.78819967])"
1316,R09H10.3,"array([21.01424699,  5.18464527])"
1317,R107.7,"array([  5.78658131, -14.40819682])"
1318,T28A11.11,"array([  5.18925579, -14.07411536])"
1319,R10D12.14,"array([  8.2289354 , -21.24625447])"
1320,R119.2,"array([ 7.34203459, 27.05353812])"
1321,R119.7,"array([-2.8778986 , 15.97421698])"
1322,ZC308.1,"array([-2.35345217, 16.38943356])"
1323,R11A8.2,"array([19.88173145,  8.3490738 ])"
1324,Y25C1A.6,"array([15.89279391,  4.79907014])"
1325,ZC395.8,"array([16.47882334,  5.30294002])"
1326,R11E3.8,"array([ 1.68029661, -4.91525053])"
1327,Y46G5A.12,"array([ 2.06052389, -5.47717718])"
1328,Y38F1A.5,"array([ 17.43480718, -24.72445202])"
1329,R12A1.2,"array([23.97215102, -1.61895905])"
1330,R12E2.11,"array([35.06920415,  1.3527168 ])"
1331,R13A5.10,"array([31.52250802, 21.66102259])"
1332,R144.2,"array([ 32.83982922, -21.69862694])"
1333,Y57A10A.9,"array([ 33.07102763, -22.33948963])"
1334,R148.6,"array([23.06257527,  7.90075592])"
1335,R151.2,"array([ 4.41272857, 26.95119749])"
1336,W04G3.5,"array([ 4.88157316, 27.46947668])"
1337,W03C9.4,"array([26.72783625,  7.62707337])"
1338,R53.5,"array([16.08099131,  0.20004876])"
1339,T01B7.3,"array([19.35007193, -3.77754404])"
1340,T01B7.5,"array([25.87443133, -1.24084266])"
1341,Y75B8A.7,"array([27.18124597, -2.27558286])"
1342,T01C3.2,"array([25.2374631 , -0.15899721])"
1343,T01C3.9,"array([ 14.86957336, -21.21971705])"
1344,T19E10.1,"array([ 15.06746124, -20.5579209 ])"
1345,T01C8.1,"array([14.22957312,  6.38778905])"
1346,T01D1.2,"array([23.18804369, -1.50976539])"
1347,W03F9.2,"array([32.10723142,  1.93274798])"
1348,T04A8.16,"array([-2.82064436,  1.78062615])"
1349,Y55F3BR.6,"array([-3.10643681,  1.16687955])"
1350,Y46G5A.20,"array([26.81290206,  8.24567337])"
1351,T04H1.9,"array([10.07096866,  6.84235765])"
1352,T05A10.6,"array([35.32246209,  3.70904963])"
1353,T05A7.3,"array([23.79983402, -2.28097058])"
1354,T05B11.3,"array([19.8298245 , -4.11592492])"
1355,T05G5.10,"array([44.08813914, 17.38633132])"
1356,Y17G7B.4,"array([43.64154078, 17.91514941])"
1357,T06C12.14,"array([21.29922758,  7.77485051])"
1358,T06C12.6,"array([11.39576009,  5.79207037])"
1359,T06C12.7,"array([16.25863426, -0.26898669])"
1360,T06D8.3,"array([ 6.95852519, 25.97692517])"
1361,T07C12.7,"array([36.1655548 ,  1.40805824])"
1362,T07C4.3,"array([14.90051823,  4.04310357])"
1363,T07C4.9,"array([24.43205216, -1.69648653])"
1364,T07G12.11,"array([27.0764996 , -6.09241857])"
1365,T08E11.8,"array([25.09021813, 11.95594755])"
1366,T08G11.4,"array([ 9.52587733, -3.57335327])"
1367,T09E8.2,"array([  8.52740604, -17.12944205])"
1368,T12B3.1,"array([  8.3966974 , -17.79024454])"
1369,T10F2.4,"array([10.84577464,  6.83807791])"
1370,T12F5.1,"array([21.12383105,  7.2586013 ])"
1371,W01A8.1,"array([21.84613384,  8.45537565])"
1372,Y49E10.1,"array([20.40301388,  7.38928732])"
1373,Y55B1BR.2,"array([20.35869337,  9.09520068])"
1374,T17H7.4,"array([21.56235671,  1.14319488])"
1375,T12G3.1,"array([ 1.59650539, 11.93686545])"
1376,T13A10.2,"array([16.06137586, -1.19394038])"
1377,T13F2.3,"array([29.22536821, -0.90456632])"
1378,T14B4.6,"array([33.13129896,  4.15316856])"
1379,T14D7.3,"array([20.44494775, -4.30285227])"
1380,T14G8.2,"array([ 2.693783  , 25.16882825])"
1381,Y52E8A.2,"array([ 2.07860068, 24.86804721])"
1382,T15B7.4,"array([16.9798717,  0.7765784])"
1383,T24H5.1,"array([ 0.55652324, 10.70983551])"
1384,Y39C12A.9,"array([ 0.64013966, 11.7155569 ])"
1385,Y48A6B.4,"array([ 2.10101747, 11.09800192])"
1386,T19B4.5,"array([21.12301728, -7.38552457])"
1387,W03F11.1,"array([16.5775809 ,  9.56301902])"
1388,W07E6.4,"array([15.98952515,  9.539078  ])"
1389,T20B12.7,"array([11.89602437,  5.48050258])"
1390,T20B5.2,"array([ 43.55520254, -10.03701491])"
1391,T21C9.4,"array([ 44.01822375, -10.52333963])"
1392,T21B10.7,"array([ 9.15196971, -2.95771729])"
1393,T22C8.5,"array([28.59369482, -1.89278014])"
1394,T23B12.1,"array([25.29877496,  2.42747466])"
1395,T23F11.3,"array([24.68591  , 26.6845238])"
1396,T27E9.3,"array([25.05577424, 27.25534198])"
1397,T23G7.1,"array([19.08220816,  3.65820461])"
1398,Y48C3A.17,"array([17.63485805,  3.75423074])"
1399,T24D5.3,"array([25.74472029, -9.55210458])"
1400,T24E12.4,"array([9.54247905, 7.20327519])"
1401,T24F1.1,"array([28.43283107, 28.18005886])"
1402,Y24F12A.2,"array([27.82995224, 28.51276122])"
1403,T24F1.2,"array([27.47473481,  5.91760225])"
1404,T24H7.3,"array([  4.4787449 , -16.97939277])"
1405,Y110A7A.6,"array([  5.19115323, -16.98309954])"
1406,T25E12.5,"array([18.20589212, -1.61981337])"
1407,Y53F4B.3,"array([ 10.66468136, -15.70028136])"
1408,W02A11.3,"array([  7.11222631, -21.50767198])"
1409,T26C12.1,"array([18.02184377,  2.03274116])"
1410,T26H2.9,"array([26.1488642 , 14.71754744])"
1411,ZC97.1,"array([25.92050237, 13.39284188])"
1412,T27D12.4,"array([20.08103983,  3.91704607])"
1413,T27E4.2,"array([16.61611852, 26.34478544])"
1414,Y46H3A.2,"array([17.33403349, 26.37289486])"
1415,T28C6.3,"array([ 43.56270476, -13.54463715])"
1416,Y25C1A.7,"array([ 43.06000987, -14.07015379])"
1417,W02C12.3,"array([  4.95807912, -10.49659796])"
1418,Y17G9B.1,"array([  5.62534823, -10.62072185])"
1419,W02D9.2,"array([ 42.5570967 , -14.59192454])"
1420,W02G9.1,"array([44.29834365,  6.56367759])"
1421,W03C9.5,"array([12.04761672,  6.61651699])"
1422,W04E12.4,"array([ 38.64236106, -14.06120232])"
1423,Y71A12B.11,"array([ 38.41805008, -14.70142333])"
1424,W04E12.5,"array([44.75615145, 11.75256058])"
1425,W04G5.9,"array([25.68920178, -1.72762304])"
1426,W05H7.3,"array([ 14.3415414, -24.359534 ])"
1427,Y57A10A.16,"array([ 14.79782619, -23.85227182])"
1428,Y116A8C.35,"array([19.15175375,  3.19917519])"
1429,Y105C5B.13,"array([26.21902814, -6.346511  ])"
1430,Y54H5A.2,"array([24.55958809, 13.00214374])"
1431,Y51A2D.4,"array([35.18251562,  0.78015235])"
1432,ZK652.2,"array([35.11374856,  3.13568938])"
1433,W09D10.3,"array([16.84152446, 10.99140788])"
1434,Y47D3A.10,"array([25.64635302,  6.43481421])"
1435,Y51H4A.4,"array([25.21592917,  6.39647835])"
1436,Y53C12B.5,"array([25.96362191,  6.18434831])"
1437,ZK265.4,"array([26.26900772,  5.35203888])"
1438,Y105E8B.7,"array([19.70685599, 10.68109892])"
1439,Y106G6H.4,"array([ 46.0505293, -11.1246666])"
1440,Y111B2A.11,"array([18.94020302, -4.10647117])"
1441,Y113G7B.15,"array([20.42466411,  4.34779339])"
1442,Y43F11A.4,"array([23.87688987, 10.1831146 ])"
1443,ZK867.1,"array([13.48711869, -0.50588867])"
1444,Y17G7B.11,"array([23.45312699,  2.51901065])"
1445,Y17G7B.19,"array([17.81589417,  0.02631592])"
1446,Y48C3A.7,"array([17.87144279, -4.07865407])"
1447,ZK131.11,"array([ 26.59140297, -11.402106  ])"
1448,Y34D9A.4,"array([18.93324745, -3.58751496])"
1449,Y34D9A.7,"array([20.47569254,  3.58404684])"
1450,Y37D8A.17,"array([16.65281996,  0.99144073])"
1451,ZK1127.3,"array([11.80829409, 28.35462363])"
1452,Y37E11B.4,"array([9.80737743, 5.78610628])"
1453,Y39B6A.13,"array([26.55579099,  4.8322324 ])"
1454,Y46G5A.10,"array([10.89497808,  6.25913842])"
1455,Y71F9B.14,"array([10.14470697,  8.14374174])"
1456,ZK1010.7,"array([10.17881392,  4.83272389])"
1457,ZK328.7,"array([10.54726327,  5.20613821])"
1458,Y40B1B.5,"array([-3.2264048 , -6.11591944])"
1459,Y40C5A.1,"array([20.93733816, -6.83811236])"
1460,Y40C7B.4,"array([-4.12441714, -4.81683958])"
1461,Y65B4BL.4,"array([20.5168243 , -7.32488665])"
1462,ZC239.16,"array([20.34394714, -6.75563063])"
1463,Y43H11AL.3,"array([16.74863981, 11.87136312])"
1464,Y46H3A.3,"array([18.05203458, 26.47434663])"
1465,Y47D7A.5,"array([16.77198994, -0.83229392])"
1466,ZK512.4,"array([17.33501605, 11.2527981 ])"
1467,Y47G6A.22,"array([ 1.04996794, 19.37042163])"
1468,Y48A6B.11,"array([16.74975198,  3.47731807])"
1469,Y48A6B.7,"array([35.34205092, 20.24051777])"
1470,Y48E1C.2,"array([33.83240099, 27.14342863])"
1471,Y48G1A.4,"array([25.97356344,  0.35909155])"
1472,Y50E8A.9,"array([23.59365944, -1.83380237])"
1473,Y53C10A.4,"array([27.7026165 ,  5.44920561])"
1474,Y53C12B.3,"array([21.00654855,  4.79725558])"
1475,Y63D3A.5,"array([20.52490856,  6.07942853])"
1476,Y54E5A.5,"array([29.43551133, 15.11962365])"
1477,Y54G9A.6,"array([ 17.48480755, -21.27798508])"
1478,ZC328.4,"array([ 17.07029878, -21.80966993])"
1479,Y55F3AR.3,"array([ 4.90462404, 24.53000485])"
1480,ZK1320.1,"array([ 4.6439791 , 23.90371494])"
1481,ZK795.3,"array([16.86382667,  4.15215678])"
1482,Y59E9AL.6,"array([32.9131588 ,  4.76090391])"
1483,Y63D3A.4,"array([24.35425101,  6.09186525])"
1484,Y71F9AL.16,"array([17.94488984, -1.00878635])"
1485,Y71F9AL.5,"array([ 15.81826841, -18.21570307])"
1486,ZK512.5,"array([49.31861675,  5.76863991])"
1487,Y77E11A.2,"array([14.04659531, 23.09076955])"
1488,ZC168.5,"array([19.56039148, -2.98390917])"
1489,ZC168.6,"array([10.76604303,  0.65739134])"
1490,ZK546.4,"array([25.5814321 , -2.24000139])"
1491,ZK1058.3,"array([37.10856709, 21.76005767])"
1492,ZK353.6,"array([46.26915368,  5.98880488])"
1493,ZK507.6,"array([25.09920379, -9.67184661])"
1494,ZK678.1,"array([24.41130363,  7.80253342])"
1495,ZK938.2,"array([18.55567137, -3.84026347])"
